Titre ANSSI,Référence ANSSI,Type,Date,CVE,CVSS,Sévérité,CWE,Description,EPSS,Lien,Editeur,Produit,Versions affectées
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:23:04.993000,CVE-2024-46784,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

net: mana: Fix error handling in mana_create_txq/rxq's NAPI cleanup

Currently napi_disable() gets called during rxq and txq cleanup,
even before napi is enabled and hrtimer is initialized. It causes
kernel panic.

? page_fault_oops+0x136/0x2b0
  ? page_counter_cancel+0x2e/0x80
  ? do_user_addr_fault+0x2f2/0x640
  ? refill_obj_stock+0xc4/0x110
  ? exc_page_fault+0x71/0x160
  ? asm_exc_page_fault+0x27/0x30
  ? __mmdrop+0x10/0x180
  ? __mmdrop+0xec/0x180
  ? hrtimer_active+0xd/0x50
  hrtimer_try_to_cancel+0x2c/0xf0
  hrtimer_cancel+0x15/0x30
  napi_disable+0x65/0x90
  mana_destroy_rxq+0x4c/0x2f0
  mana_create_rxq.isra.0+0x56c/0x6d0
  ? mana_uncfg_vport+0x50/0x50
  mana_alloc_queues+0x21b/0x320
  ? skb_dequeue+0x5f/0x80",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.15
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-08-02 14:45:25.801000,CVE-2023-31083,0.0,NONE,Non disponible,"An issue was discovered in drivers/bluetooth/hci_ldisc.c in the Linux kernel 6.2. In hci_uart_tty_ioctl, there is a race condition between HCIUARTSETPROTO and HCIUARTGETPROTO. HCI_UART_PROTO_SET is set before hu->proto is set. A NULL pointer dereference may occur.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Non disponible,Non disponible,Non disponible
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:28:45.643000,CVE-2024-49905,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

drm/amd/display: Add null check for 'afb' in amdgpu_dm_plane_handle_cursor_update (v2)

This commit adds a null check for the 'afb' variable in the
amdgpu_dm_plane_handle_cursor_update function. Previously, 'afb' was
assumed to be null, but was used later in the code without a null check.
This could potentially lead to a null pointer dereference.

Changes since v1:
- Moved the null check for 'afb' to the line where 'afb' is used. (Alex)

Fixes the below:
drivers/gpu/drm/amd/amdgpu/../display/amdgpu_dm/amdgpu_dm_plane.c:1298 amdgpu_dm_plane_handle_cursor_update() error: we previously assumed 'afb' could be null (see line 1252)",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,Non disponible
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:27:20.480000,CVE-2024-47748,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

vhost_vdpa: assign irq bypass producer token correctly

We used to call irq_bypass_unregister_producer() in
vhost_vdpa_setup_vq_irq() which is problematic as we don't know if the
token pointer is still valid or not.

Actually, we use the eventfd_ctx as the token so the life cycle of the
token should be bound to the VHOST_SET_VRING_CALL instead of
vhost_vdpa_setup_vq_irq() which could be called by set_status().

Fixing this by setting up irq bypass producer's token when handling
VHOST_SET_VRING_CALL and un-registering the producer before calling
vhost_vring_ioctl() to prevent a possible use after free as eventfd
could have been released in vhost_vring_ioctl(). And such registering
and unregistering will only be done if DRIVER_OK is set.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.9
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:31:34.752000,CVE-2024-50024,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

net: Fix an unsafe loop on the list

The kernel may crash when deleting a genetlink family if there are still
listeners for that family:

Oops: Kernel access of bad area, sig: 11 [#1]
  ...
  NIP [c000000000c080bc] netlink_update_socket_mc+0x3c/0xc0
  LR [c000000000c0f764] __netlink_clear_multicast_users+0x74/0xc0
  Call Trace:
__netlink_clear_multicast_users+0x74/0xc0
genl_unregister_family+0xd4/0x2d0

Change the unsafe loop on the list to a safe one, because inside the
loop there is an element removal from this list.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,2.6.32
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:27:39.313000,CVE-2024-49856,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

x86/sgx: Fix deadlock in SGX NUMA node search

When the current node doesn't have an EPC section configured by firmware
and all other EPC sections are used up, CPU can get stuck inside the
while loop that looks for an available EPC page from remote nodes
indefinitely, leading to a soft lockup. Note how nid_of_current will
never be equal to nid in that while loop because nid_of_current is not
set in sgx_numa_mask.

Also worth mentioning is that it's perfectly fine for the firmware not
to setup an EPC section on a node. While setting up an EPC section on
each node can enhance performance, it is not a requirement for
functionality.

Rework the loop to start and end on *a* node that has SGX memory. This
avoids the deadlock looking for the current SGX-lacking node to show up
in the loop when it never will.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.13
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:17:41.696000,CVE-2024-43879,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

wifi: cfg80211: handle 2x996 RU allocation in cfg80211_calculate_bitrate_he()

Currently NL80211_RATE_INFO_HE_RU_ALLOC_2x996 is not handled in
cfg80211_calculate_bitrate_he(), leading to below warning:

kernel: invalid HE MCS: bw:6, ru:6
kernel: WARNING: CPU: 0 PID: 2312 at net/wireless/util.c:1501 cfg80211_calculate_bitrate_he+0x22b/0x270 [cfg80211]

Fix it by handling 2x996 RU allocation in the same way as 160 MHz bandwidth.",0.00044,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,4.19
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:27:43.282000,CVE-2024-49859,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

f2fs: fix to check atomic_file in f2fs ioctl interfaces

Some f2fs ioctl interfaces like f2fs_ioc_set_pin_file(),
f2fs_move_file_range(), and f2fs_defragment_range() missed to
check atomic_write status, which may cause potential race issue,
fix it.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,Non disponible
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2025-01-09 15:47:21.890000,CVE-2024-46756,0.0,NONE,Non disponible,,0.00043,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Non disponible,Non disponible,"N, o, n,  , d, i, s, p, o, n, i, b, l, e"
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-27 12:17:02.479000,CVE-2024-46858,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

mptcp: pm: Fix uaf in __timer_delete_sync

There are two paths to access mptcp_pm_del_add_timer, result in a race
condition:

     CPU1				CPU2
     ====                               ====
     net_rx_action
     napi_poll                          netlink_sendmsg
     __napi_poll                        netlink_unicast
     process_backlog                    netlink_unicast_kernel
     __netif_receive_skb                genl_rcv
     __netif_receive_skb_one_core       netlink_rcv_skb
     NF_HOOK                            genl_rcv_msg
     ip_local_deliver_finish            genl_family_rcv_msg
     ip_protocol_deliver_rcu            genl_family_rcv_msg_doit
     tcp_v4_rcv                         mptcp_pm_nl_flush_addrs_doit
     tcp_v4_do_rcv                      mptcp_nl_remove_addrs_list
     tcp_rcv_established                mptcp_pm_remove_addrs_and_subflows
     tcp_data_queue                     remove_anno_list_by_saddr
     mptcp_incoming_options             mptcp_pm_del_add_timer
     mptcp_pm_del_add_timer             kfree(entry)

In remove_anno_list_by_saddr(running on CPU2), after leaving the critical
zone protected by ""pm.lock"", the entry will be released, which leads to the
occurrence of uaf in the mptcp_pm_del_add_timer(running on CPU1).

Keeping a reference to add_timer inside the lock, and calling
sk_stop_timer_sync() with this reference, instead of ""entry->add_timer"".

Move list_del(&entry->list) to mptcp_pm_del_add_timer and inside the pm lock,
do not directly access any members of the entry outside the pm lock, which
can avoid similar ""entry->x"" uaf.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.10
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 08:26:30.966000,CVE-2023-52812,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

drm/amd: check num of link levels when update pcie param

In SR-IOV environment, the value of pcie_table->num_of_link_levels will
be 0, and num_of_levels - 1 will cause array index out of bounds",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,Non disponible
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:07:56.583000,CVE-2024-40915,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

riscv: rewrite __kernel_map_pages() to fix sleeping in invalid context

__kernel_map_pages() is a debug function which clears the valid bit in page
table entry for deallocated pages to detect illegal memory accesses to
freed pages.

This function set/clear the valid bit using __set_memory(). __set_memory()
acquires init_mm's semaphore, and this operation may sleep. This is
problematic, because  __kernel_map_pages() can be called in atomic context,
and thus is illegal to sleep. An example warning that this causes:

BUG: sleeping function called from invalid context at kernel/locking/rwsem.c:1578
in_atomic(): 1, irqs_disabled(): 0, non_block: 0, pid: 2, name: kthreadd
preempt_count: 2, expected: 0
CPU: 0 PID: 2 Comm: kthreadd Not tainted 6.9.0-g1d4c6d784ef6 #37
Hardware name: riscv-virtio,qemu (DT)
Call Trace:
[<ffffffff800060dc>] dump_backtrace+0x1c/0x24
[<ffffffff8091ef6e>] show_stack+0x2c/0x38
[<ffffffff8092baf8>] dump_stack_lvl+0x5a/0x72
[<ffffffff8092bb24>] dump_stack+0x14/0x1c
[<ffffffff8003b7ac>] __might_resched+0x104/0x10e
[<ffffffff8003b7f4>] __might_sleep+0x3e/0x62
[<ffffffff8093276a>] down_write+0x20/0x72
[<ffffffff8000cf00>] __set_memory+0x82/0x2fa
[<ffffffff8000d324>] __kernel_map_pages+0x5a/0xd4
[<ffffffff80196cca>] __alloc_pages_bulk+0x3b2/0x43a
[<ffffffff8018ee82>] __vmalloc_node_range+0x196/0x6ba
[<ffffffff80011904>] copy_process+0x72c/0x17ec
[<ffffffff80012ab4>] kernel_clone+0x60/0x2fe
[<ffffffff80012f62>] kernel_thread+0x82/0xa0
[<ffffffff8003552c>] kthreadd+0x14a/0x1be
[<ffffffff809357de>] ret_from_fork+0xe/0x1c

Rewrite this function with apply_to_existing_page_range(). It is fine to
not have any locking, because __kernel_map_pages() works with pages being
allocated/deallocated and those pages are not changed by anyone else in the
meantime.",0.00045,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.7
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:11:30.719000,CVE-2024-41079,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

nvmet: always initialize cqe.result

The spec doesn't mandate that the first two double words (aka results)
for the command queue entry need to be set to 0 when they are not
used (not specified). Though, the target implemention returns 0 for TCP
and FC but not for RDMA.

Let's make RDMA behave the same and thus explicitly initializing the
result field. This prevents leaking any data from the stack.",0.00045,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,Non disponible
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:31:01.388000,CVE-2024-50000,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

net/mlx5e: Fix NULL deref in mlx5e_tir_builder_alloc()

In mlx5e_tir_builder_alloc() kvzalloc() may return NULL
which is dereferenced on the next line in a reference
to the modify field.

Found by Linux Verification Center (linuxtesting.org) with SVACE.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.15
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:37:52.254000,CVE-2024-53043,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

mctp i2c: handle NULL header address

daddr can be NULL if there is no neighbour table entry present,
in that case the tx packet should be dropped.

saddr will usually be set by MCTP core, but check for NULL in case a
packet is transmitted by a different protocol.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.18
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:39:12.230000,CVE-2024-53103,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

hv_sock: Initializing vsk->trans to NULL to prevent a dangling pointer

When hvs is released, there is a possibility that vsk->trans may not
be initialized to NULL, which could lead to a dangling pointer.
This issue is resolved by initializing vsk->trans to NULL.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,4.14
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:30:28.300000,CVE-2024-49973,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

r8169: add tally counter fields added with RTL8125

RTL8125 added fields to the tally counter, what may result in the chip
dma'ing these new fields to unallocated memory. Therefore make sure
that the allocated memory area is big enough to hold all of the
tally counter values, even if we use only parts of it.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,5.4
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:10:56.928000,CVE-2024-41051,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

cachefiles: wait for ondemand_object_worker to finish when dropping object

When queuing ondemand_object_worker() to re-open the object,
cachefiles_object is not pinned. The cachefiles_object may be freed when
the pending read request is completed intentionally and the related
erofs is umounted. If ondemand_object_worker() runs after the object is
freed, it will incur use-after-free problem as shown below.

process A  processs B  process C  process D

cachefiles_ondemand_send_req()
// send a read req X
// wait for its completion

           // close ondemand fd
           cachefiles_ondemand_fd_release()
           // set object as CLOSE

                       cachefiles_ondemand_daemon_read()
                       // set object as REOPENING
                       queue_work(fscache_wq, &info->ondemand_work)

                                // close /dev/cachefiles
                                cachefiles_daemon_release
                                cachefiles_flush_reqs
                                complete(&req->done)

// read req X is completed
// umount the erofs fs
cachefiles_put_object()
// object will be freed
cachefiles_ondemand_deinit_obj_info()
kmem_cache_free(object)
                       // both info and object are freed
                       ondemand_object_worker()

When dropping an object, it is no longer necessary to reopen the object,
so use cancel_work_sync() to cancel or wait for ondemand_object_worker()
to finish.",0.00045,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,6.8
Multiples vulnérabilités dans le noyau Linux de Debian LTS,CERTFR-2025-AVI-0002,Avis,2024-12-19 09:28:20.110000,CVE-2024-49884,0.0,NONE,Non disponible,"In the Linux kernel, the following vulnerability has been resolved:

ext4: fix slab-use-after-free in ext4_split_extent_at()

We hit the following use-after-free:

==================================================================
BUG: KASAN: slab-use-after-free in ext4_split_extent_at+0xba8/0xcc0
Read of size 2 at addr ffff88810548ed08 by task kworker/u20:0/40
CPU: 0 PID: 40 Comm: kworker/u20:0 Not tainted 6.9.0-dirty #724
Call Trace:
 <TASK>
 kasan_report+0x93/0xc0
 ext4_split_extent_at+0xba8/0xcc0
 ext4_split_extent.isra.0+0x18f/0x500
 ext4_split_convert_extents+0x275/0x750
 ext4_ext_handle_unwritten_extents+0x73e/0x1580
 ext4_ext_map_blocks+0xe20/0x2dc0
 ext4_map_blocks+0x724/0x1700
 ext4_do_writepages+0x12d6/0x2a70
[...]

Allocated by task 40:
 __kmalloc_noprof+0x1ac/0x480
 ext4_find_extent+0xf3b/0x1e70
 ext4_ext_map_blocks+0x188/0x2dc0
 ext4_map_blocks+0x724/0x1700
 ext4_do_writepages+0x12d6/0x2a70
[...]

Freed by task 40:
 kfree+0xf1/0x2b0
 ext4_find_extent+0xa71/0x1e70
 ext4_ext_insert_extent+0xa22/0x3260
 ext4_split_extent_at+0x3ef/0xcc0
 ext4_split_extent.isra.0+0x18f/0x500
 ext4_split_convert_extents+0x275/0x750
 ext4_ext_handle_unwritten_extents+0x73e/0x1580
 ext4_ext_map_blocks+0xe20/0x2dc0
 ext4_map_blocks+0x724/0x1700
 ext4_do_writepages+0x12d6/0x2a70
[...]
==================================================================

The flow of issue triggering is as follows:

ext4_split_extent_at
  path = *ppath
  ext4_ext_insert_extent(ppath)
    ext4_ext_create_new_leaf(ppath)
      ext4_find_extent(orig_path)
        path = *orig_path
        read_extent_tree_block
          // return -ENOMEM or -EIO
        ext4_free_ext_path(path)
          kfree(path)
        *orig_path = NULL
  a. If err is -ENOMEM:
  ext4_ext_dirty(path + path->p_depth)
  // path use-after-free !!!
  b. If err is -EIO and we have EXT_DEBUG defined:
  ext4_ext_show_leaf(path)
    eh = path[depth].p_hdr
    // path also use-after-free !!!

So when trying to zeroout or fix the extent length, call ext4_find_extent()
to update the path.

In addition we use *ppath directly as an ext4_ext_show_leaf() input to
avoid possible use-after-free when EXT_DEBUG is defined, and to avoid
unnecessary path updates.",0.00042,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,Linux,Linux,3.18
